Attaching to rasa_logger_1, rasa_nginx_1, rasa_app_1, rasa_rasa-production_1, rasa_rasa-worker_1, rasa_rasa-x_1, rasa_rabbit_1, rasa_db_1, rasa_duckling_1
nginx_1            | SSL encryption is not used since no certificates were provided.
rabbit_1           | 2019-08-08 13:22:35.743 [info] <0.651.0> connection <0.651.0> (172.20.0.6:52476 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:35.749 [info] <0.651.0> closing AMQP connection <0.651.0> (172.20.0.6:52476 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:35 +0000] "POST /api/conversations HTTP/1.1" 201 322 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:35 +0000] "GET /api/projects/default/intents HTTP/1.1" 200 1472 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:35 +0000] "GET /icons/favicon.ico HTTP/1.1" 200 6518 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:39 +0000] "POST /api/projects/default/logs?q=hi HTTP/1.1" 200 489 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:22:40.380 [info] <0.664.0> accepting AMQP connection <0.664.0> (172.20.0.5:51736 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:40.384 [info] <0.664.0> connection <0.664.0> (172.20.0.5:51736 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:40.856 [info] <0.675.0> accepting AMQP connection <0.675.0> (172.20.0.6:52500 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:40.859 [info] <0.675.0> connection <0.675.0> (172.20.0.6:52500 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:40.865 [info] <0.675.0> closing AMQP connection <0.675.0> (172.20.0.6:52500 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:40 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/events HTTP/1.1" 200 389 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:41 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/predict HTTP/1.1" 200 585 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:41 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:22:45.325 [info] <0.688.0> accepting AMQP connection <0.688.0> (172.20.0.6:52518 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:45.328 [info] <0.688.0> connection <0.688.0> (172.20.0.6:52518 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:45.334 [info] <0.688.0> closing AMQP connection <0.688.0> (172.20.0.6:52518 -> 172.20.0.3:5672, vhost: '/', user: 'user')
rabbit_1           | 2019-08-08 13:22:45.338 [info] <0.701.0> accepting AMQP connection <0.701.0> (172.20.0.6:52522 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:45.341 [info] <0.701.0> connection <0.701.0> (172.20.0.6:52522 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:45.348 [info] <0.701.0> closing AMQP connection <0.701.0> (172.20.0.6:52522 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:45 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/execute HTTP/1.1" 200 559 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:45 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:45 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/predict HTTP/1.1" 200 694 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 2019/08/08 13:22:45 [info] 10#0: *31 client closed connection while waiting for request, client: 177.136.148.42, server: 0.0.0.0:8080
rabbit_1           | 2019-08-08 13:22:48.266 [info] <0.714.0> accepting AMQP connection <0.714.0> (172.20.0.6:52538 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:48.269 [info] <0.714.0> connection <0.714.0> (172.20.0.6:52538 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:48.274 [info] <0.714.0> closing AMQP connection <0.714.0> (172.20.0.6:52538 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:48 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/execute HTTP/1.1" 200 557 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:50 +0000] "POST /api/projects/default/logs?q=sad HTTP/1.1" 200 489 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:22:52.359 [info] <0.727.0> accepting AMQP connection <0.727.0> (172.20.0.6:52552 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:52.361 [info] <0.727.0> connection <0.727.0> (172.20.0.6:52552 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:52.368 [info] <0.727.0> closing AMQP connection <0.727.0> (172.20.0.6:52552 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:52 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/events HTTP/1.1" 200 387 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:52 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:52 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/predict HTTP/1.1" 200 791 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:22:55.163 [info] <0.740.0> accepting AMQP connection <0.740.0> (172.20.0.6:52574 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:55.167 [info] <0.740.0> connection <0.740.0> (172.20.0.6:52574 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:55.174 [info] <0.740.0> closing AMQP connection <0.740.0> (172.20.0.6:52574 -> 172.20.0.3:5672, vhost: '/', user: 'user')
rabbit_1           | 2019-08-08 13:22:55.178 [info] <0.753.0> accepting AMQP connection <0.753.0> (172.20.0.6:52578 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:22:55.183 [info] <0.753.0> connection <0.753.0> (172.20.0.6:52578 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:22:55.193 [info] <0.753.0> closing AMQP connection <0.753.0> (172.20.0.6:52578 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:55 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/execute HTTP/1.1" 200 738 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:55 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:22:55 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/predict HTTP/1.1" 200 880 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:23:00.607 [info] <0.766.0> accepting AMQP connection <0.766.0> (172.20.0.6:52592 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:23:00.610 [info] <0.766.0> connection <0.766.0> (172.20.0.6:52592 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:23:00.616 [info] <0.766.0> closing AMQP connection <0.766.0> (172.20.0.6:52592 -> 172.20.0.3:5672, vhost: '/', user: 'user')
rabbit_1           | 2019-08-08 13:23:00.621 [info] <0.779.0> accepting AMQP connection <0.779.0> (172.20.0.6:52596 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:23:00.623 [info] <0.779.0> connection <0.779.0> (172.20.0.6:52596 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:23:00.630 [info] <0.779.0> closing AMQP connection <0.779.0> (172.20.0.6:52596 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:00 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/execute HTTP/1.1" 200 786 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:00 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:00 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/predict HTTP/1.1" 200 917 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:23:03.702 [info] <0.792.0> accepting AMQP connection <0.792.0> (172.20.0.6:52614 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:23:03.706 [info] <0.792.0> connection <0.792.0> (172.20.0.6:52614 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:23:03.711 [info] <0.792.0> closing AMQP connection <0.792.0> (172.20.0.6:52614 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:03 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/execute HTTP/1.1" 200 777 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:06 +0000] "POST /api/projects/default/logs?q=yes HTTP/1.1" 200 506 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:23:08.147 [info] <0.805.0> accepting AMQP connection <0.805.0> (172.20.0.6:52628 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:23:08.150 [info] <0.805.0> connection <0.805.0> (172.20.0.6:52628 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:23:08.158 [info] <0.805.0> closing AMQP connection <0.805.0> (172.20.0.6:52628 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:08 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/events HTTP/1.1" 200 384 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:08 +0000] "GET /api/projects/default/actions HTTP/1.1" 200 98 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:08 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/predict HTTP/1.1" 200 1096 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:23:11.470 [info] <0.818.0> accepting AMQP connection <0.818.0> (172.20.0.6:52642 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:23:11.473 [info] <0.818.0> connection <0.818.0> (172.20.0.6:52642 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:23:11.480 [info] <0.818.0> closing AMQP connection <0.818.0> (172.20.0.6:52642 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:11 +0000] "POST /api/conversations/352d91e1ba88469b8134b20653189e1b/execute HTTP/1.1" 200 861 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:16 +0000] "GET /api/conversations/undefined HTTP/1.1" 404 171 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rabbit_1           | 2019-08-08 13:23:16.744 [info] <0.831.0> accepting AMQP connection <0.831.0> (172.20.0.6:52658 -> 172.20.0.3:5672)
rabbit_1           | 2019-08-08 13:23:16.747 [info] <0.831.0> connection <0.831.0> (172.20.0.6:52658 -> 172.20.0.3:5672): user 'user' authenticated and granted access to vhost '/'
rabbit_1           | 2019-08-08 13:23:16.755 [info] <0.831.0> closing AMQP connection <0.831.0> (172.20.0.6:52658 -> 172.20.0.3:5672, vhost: '/', user: 'user')
nginx_1            | 177.136.148.42 - - [08/Aug/2019:13:23:16 +0000] "POST /api/conversations HTTP/1.1" 201 323 "http://ec2-52-14-39-183.us-east-2.compute.amazonaws.com/talk/strict" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
rasa-worker_1      | [92mStarting Rasa X in production mode... 🚀[0m
rasa_rasa-worker_1 exited with code 0
